,,,Прайс на размещение рекламного ролика,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GID,Регион,Город,Район,Название пакета,Категория ЖК,Дата застройки экранов,Класс жилья,Наименование ЖК,Адрес,"Коррдинаты (широта, долгота)",,Год сдачи дома,Этажность,Количество квартир,Количество жильцов,Всего экранов,Число экранов в холле,Всего холлов в доме,Число экранов в лифте,Всего лифтов в доме,Тип экрана,Способ показа,Формат,Хронометраж (сек),Блок,Кол-во показов в сутки/1 экран (сек),Период/дней,Кол-во показов в ЖК/период,Частота контакта рекламы c 1 жителем (Frequency),Количество контактов с рекламой (OTS),Стоимость 1000 контактов (CPT) с НДС для Федерального и крупного бизнеса,ФО/скрин с камеры,Фото,Цена за размещение на 1 экране/месяц руб. без НДС,Цена за размещение на 1 экране/месяц руб. в т.ч НДС 22%,"Стоимость размещения в 1 доме/1 месяц, руб. без НДС","Стоимость размещения в 1 доме/1 месяц, руб. в т.ч.НДС 22%"
MSC26,Московская область,Внуково,Новая Москва,продажа городом,А,05.2026,Комфорт,ЖК Новое Внуково 1,"улица Аэростатная, 6к4",55.589428,37.170902,2023,15,143,400,3,3,2,0,4,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,12,4841,2479,100%,,3279,4000,9836,12000
MSC26,Московская область,Внуково,Новая Москва,продажа городом,А,05.2026,Комфорт,ЖК Новое Внуково 1,"улица Аэростатная, 6к4",55.589428,37.170902,2023,15,143,400,1,1,2,0,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,17856,4,1614,2479,100%,,3279,4000,3279,4000
MSC27,Московская область,Внуково,Новая Москва,продажа городом,А,05.2026,Комфорт,ЖК Новое Внуково 2,"улица Аэростатная, 6к3",55.588504,37.170789,2023,15,143,400,1,1,2,0,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,17856,4,1614,2479,100%,,3279,4000,3279,4000
MSC27,Московская область,Внуково,Новая Москва,продажа городом,А,05.2026,Комфорт,ЖК Новое Внуково 2,"улица Аэростатная, 6к5",55.588438,37.169761,2023,15,143,400,1,1,2,0,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,17856,4,1614,2479,100%,,3279,4000,3279,4000
MSC27,Московская область,Внуково,Новая Москва,продажа городом,А,05.2026,Комфорт,ЖК Новое Внуково 2,"улица Аэростатная, 6к6",55.588945,37.169319,2023,15,143,400,1,1,1,0,3,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,17856,8,3227,1239,100%,,3279,4000,3279,4000
MSC27,Московская область,Внуково,Новая Москва,продажа городом,А,05.2026,Комфорт,ЖК Новое Внуково 2,"улица Аэростатная, 12к1",55.587824,37.167402,2023,15,234,655,3,3,3,0,9,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,8,5281,2272,100%,,3279,4000,9836,12000
MSC27,Московская область,Внуково,Новая Москва,продажа городом,А,05.2026,Комфорт,ЖК Новое Внуково 2,"улица Аэростатная, 12к3",55.588217,37.166803,2023,15,143,400,1,1,2,0,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,17856,4,1614,2479,100%,,3279,4000,3279,4000
MSC28,Московская область,Внуково,Новая Москва,продажа городом,А,05.2026,Комфорт,ЖК Новое Внуково 3,"улица Аэростатная, 14к2",55.588194,37.165869,2023,15,234,655,1,1,3,0,9,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,17856,3,1760,2272,100%,,3279,4000,3279,4000
MSC28,Московская область,Внуково,Новая Москва,продажа городом,А,05.2026,Комфорт,ЖК Новое Внуково 3,"улица Аэростатная, 14к3",55.587834,37.164991,2023,15,143,400,1,1,2,0,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,17856,4,1614,2479,100%,,3279,4000,3279,4000
MSC28,Московская область,Внуково,Новая Москва,продажа городом,А,05.2026,Комфорт,ЖК Новое Внуково 3,"улица Аэростатная, 14к1",55.587496,37.166223,2023,15,247,692,3,3,3,0,6,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,8,5574,2153,100%,,3279,4000,9836,12000
MSC28,Московская область,Внуково,Новая Москва,продажа городом,А,05.2026,Комфорт,ЖК Новое Внуково 3,"улица Стожарова, 11",55.588519,37.164156,2023,15,338,946,3,3,3,0,9,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,8,7628,1573,100%,,3279,4000,9836,12000
MSC29,Московская область,Внуково,Новая Москва,продажа городом,А,05.2026,Комфорт,ЖК Новое Внуково 4,"улица Аэростатная, 12к2",55.588624,37.167796,2023,15,234,655,2,2,3,0,9,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,5,3521,2272,100%,,3279,4000,6557,8000
MSC29,Московская область,Внуково,Новая Москва,продажа городом,А,05.2026,Комфорт,ЖК Новое Внуково 4,"улица Стожарова, 5",55.589243,37.167317,2023,15,143,400,1,1,2,0,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,17856,4,1614,2479,100%,,3279,4000,3279,4000
MSC29,Московская область,Внуково,Новая Москва,продажа городом,А,05.2026,Комфорт,ЖК Новое Внуково 4,"улица Стожарова, 7",55.589059,37.166091,2023,15,247,692,3,3,3,0,6,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,8,5574,2153,100%,,3279,4000,9836,12000
MSC29,Московская область,Внуково,Новая Москва,продажа городом,А,05.2026,Комфорт,ЖК Новое Внуково 4,"улица Стожарова, 9",55.588757,37.165378,2023,15,130,364,1,1,2,0,4, Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,17856,4,1467,2727,100%,,3279,4000,3279,4000
MSC30,Московская область,Щербинка,Щербинка,продажа городом,Б,06.2026,Комфорт,ЖК Алхимово №1,"улица Уточкина, 5 к1",55.47381,37.526833,2023,12,1 068,2 990,3,3,3,0,6,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,8,24103,498,100%,,3279,4000,9836,12000
MSC30,Московская область,Щербинка,Щербинка,продажа городом,Б,06.2026,Комфорт,ЖК Алхимово №1,"улица Уточкина, 5 к2",55.47469,37.525942,2023,12,1 068,2 990,6,6,6,0,12, Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,107136,8,24103,996,100%,,3279,4000,19672,24000
MSC31,Московская область,Щербинка,Щербинка,продажа городом,Б,06.2026,Комфорт,ЖК Алхимово №2,"улица Уточкина, 7к1",55.475169,37.525208,2022,12,300,840,6,6,6,0,12, Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,107136,8,6770,3545,100%,,3279,4000,19672,24000
MSC31,Московская область,Щербинка,Щербинка,продажа городом,Б,06.2026,Комфорт,ЖК Алхимово №2,"улица Уточкина, 7к2",55.476041,37.525477,2022,14,346,969,4,4,4,0,8, Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,8,7809,2049,100%,,3279,4000,13115,16000
MSC32,Московская область,Щербинка,Щербинка,продажа городом,Б,06.2026,Комфорт,ЖК Алхимово №3,"улица Уточкина, 8к1",55.476582,37.526277,2022,17,792,2 218,5,5,5,0,10, Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,89280,8,17874,1119,100%,,3279,4000,16393,20000
MSC32,Московская область,Щербинка,Щербинка,продажа городом,Б,06.2026,Комфорт,ЖК Алхимово №3,"улица Уточкина, 8к2",55.476771,37.527426,2023,12,210,588,2,2,2,0,4, Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,8,4739,1688,100%,,3279,4000,6557,8000
MSC33,Московская область,Щербинка,Щербинка,продажа городом,Б,06.2026,Комфорт,ЖК Алхимово №4,"улица Алхимовская, 1к1",55.475118,37.533230,2024,14,385,1 078,4,4,4,0,8, Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,8,8689,1841,100%,,3279,4000,13115,16000
MSC33,Московская область,Щербинка,Щербинка,продажа городом,Б,06.2026,Комфорт,ЖК Алхимово №4,"улица Алхимовская, 1к2",55.474965,37.531963,2024,16,154,431,1,1,1,0,2, Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,17856,8,3475,1151,100%,,3279,4000,3279,4000
MSC33,Московская область,Щербинка,Щербинка,продажа городом,Б,06.2026,Комфорт,ЖК Алхимово №4,"улица Алхимовская, 1к3",55.474541,37.532897,2024,16,140,392,1,1,1,0,2, Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,17856,8,3160,1266,100%,,3279,4000,3279,4000
MSC34,Московская область,Щербинка,Щербинка,продажа городом,Б,06.2026,Комфорт,ЖК Алхимово №5,"улица Алхимовская, 1к4",55.474306,37.531963,2024,14,385,1 078,4,4,4,0,8, Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,8,8689,1841,100%,,3279,4000,13115,16000
MSC34,Московская область,Щербинка,Щербинка,продажа городом,Б,06.2026,Комфорт,ЖК Алхимово №5,"улица Алхимовская, 1к5",55.474163,37.530642,2024,16,154,431,1,1,1,0,2, Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,17856,8,3475,1151,100%,,3279,4000,3279,4000
MSC34,Московская область,Щербинка,Щербинка,продажа городом,Б,06.2026,Комфорт,ЖК Алхимово №5,"улица Алхимовская, 1к6",55.473720,37.531631,2024,16,140,392,1,1,1,0,2, Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,17856,8,3160,1266,100%,,3279,4000,3279,4000
MSC35,Московская область,Щербинка,Щербинка,продажа городом,Б,06.2026,Комфорт,ЖК Остафьево- 1,"улица Красовского, 2к1",55.496409,37.520455,2023,15,199,557,2,2,2,0,4, Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,8,4491,1781,100%,,3279,4000,6557,8000
MSC35,Московская область,Щербинка,Щербинка,продажа городом,Б,06.2026,Комфорт,ЖК Остафьево- 1,"улица Красовского, 2к2",55.495772,37.520689,2023,15,423,1 184,3,3,2,0,6, Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,12,14319,838,100%,,3279,4000,9836,12000
MSC35,Московская область,Щербинка,Щербинка,продажа городом,Б,06.2026,Комфорт,ЖК Остафьево- 1,"улица Красовского, 2к3",55.496001,37.519261,2023,15,288,806,3,3,3,0,6, Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,8,6500,1846,100%,,3279,4000,9836,12000
